city,loc,pop,state,zip
RUTHVEN,"[-94.884214, 43.144845]",1283,IA,51358
SPIRIT LAKE,"[-95.112336, 43.426211]",6683,IA,51360
SUPERIOR,"[-94.964935, 43.450317]",333,IA,51363
TERRIL,"[-94.973725, 43.324073]",863,IA,51364
WALLINGFORD,"[-94.82057, 43.312158]",371,IA,51365
WEBB,"[-94.995124, 42.950189]",343,IA,51366
CARROLL,"[-94.866664, 42.071972]",11456,IA,51401
ARCADIA,"[-95.03714, 42.057279]",1183,IA,51430
ARTHUR,"[-95.367519, 42.336283]",577,IA,51431
ASPINWALL,"[-95.149936, 41.908252]",367,IA,51432
YETTER,"[-94.903447, 42.280895]",882,IA,51433
BREDA,"[-95.000679, 42.175835]",773,IA,51436
CHARTER OAK,"[-95.599241, 42.070735]",797,IA,51439
DEDHAM,"[-94.814896, 41.905539]",562,IA,51440
DELOIT,"[-95.286338, 42.085899]",618,IA,51441
DENISON,"[-95.363572, 42.019626]",8507,IA,51442
GLIDDEN,"[-94.714777, 42.061816]",1518,IA,51443
HALBUR,"[-94.93586, 41.997357]",720,IA,51444
IDA GROVE,"[-95.464488, 42.340026]",3633,IA,51445
IRWIN,"[-95.195842, 41.794094]",1120,IA,51446
KIRKMAN,"[-95.267083, 41.730760000000004]",395,IA,51447
KIRON,"[-95.31146, 42.179359]",753,IA,51448
LAKE CITY,"[-94.745787, 42.270494]",2539,IA,51449
LAKE VIEW,"[-95.048562, 42.315367]",1792,IA,51450
LANESBORO,"[-94.690274, 42.174687]",396,IA,51451
LIDDERDALE,"[-94.795353, 42.152815]",525,IA,51452
LOHRVILLE,"[-94.556605, 42.261923]",615,IA,51453
MANILLA,"[-95.239126, 41.892233]",1185,IA,51454
MANNING,"[-95.055622, 41.907248]",1807,IA,51455
ODEBOLT,"[-95.25005, 42.309514]",1776,IA,51458
RALSTON,"[-94.569779, 42.075655]",231,IA,51459
RICKETTS,"[-95.599547, 42.15406]",346,IA,51460
SCHLESWIG,"[-95.444309, 42.164586]",1191,IA,51461
SCRANTON,"[-94.551764, 42.012381]",814,IA,51462
TEMPLETON,"[-94.932009, 41.912077]",681,IA,51463
VAIL,"[-95.177766, 42.033772]",790,IA,51465
WALL LAKE,"[-95.085156, 42.265252]",1481,IA,51466
WESTSIDE,"[-95.1273, 42.10844]",714,IA,51467
MANAWA,"[-95.880992, 41.252954]",31614,IA,51501
COUNCIL BLUFFS,"[-95.825083, 41.261584]",30513,IA,51503
CARTER LAKE,"[-95.91406, 41.292524]",3200,IA,51510
ARION,"[-95.46233, 41.950406]",194,IA,51520
AVOCA,"[-95.350872, 41.476834]",2032,IA,51521
BLENCOE,"[-96.082663, 41.923662]",373,IA,51523
CARSON,"[-95.368086, 41.225276]",1398,IA,51525
CRESCENT,"[-95.827648, 41.364378]",1967,IA,51526
EARLING,"[-95.340293, 41.827063]",375,IA,51527
DOW CITY,"[-95.4862, 41.913429]",1313,IA,51528
EARLING,"[-95.615709, 41.842301]",1836,IA,51529
EARLING,"[-95.421045, 41.792483]",1068,IA,51530
ELK HORN,"[-95.070015, 41.582871]",990,IA,51531
ELLIOTT,"[-95.160237, 41.130617]",879,IA,51532
EMERSON,"[-95.410624, 41.028439]",1529,IA,51533
GLENWOOD,"[-95.73892, 41.047009]",6392,IA,51534
GRISWOLD,"[-95.098989, 41.223842]",1678,IA,51535
HANCOCK,"[-95.344528, 41.383238]",427,IA,51536
HARLAN,"[-95.311101, 41.64375]",6934,IA,51537
HASTINGS,"[-95.553097, 40.960514]",267,IA,51540
HENDERSON,"[-95.458629, 41.125426]",564,IA,51541
HONEY CREEK,"[-95.8802, 41.463045]",656,IA,51542
KIMBALLTON,"[-95.055324, 41.635214]",614,IA,51543
LEWIS,"[-95.062024, 41.296289]",980,IA,51544
LITTLE SIOUX,"[-96.031357, 41.808267]",402,IA,51545
LOGAN,"[-95.752478, 41.624345]",2764,IA,51546
MC CLELLAND,"[-95.681278, 41.293168]",714,IA,51548
MACEDONIA,"[-95.431386, 41.191627]",475,IA,51549
MAGNOLIA,"[-95.854955, 41.708177]",631,IA,51550
MALVERN,"[-95.583988, 41.007378]",1409,IA,51551
MARNE,"[-95.097308, 41.454681]",388,IA,51552
MINDEN,"[-95.551887, 41.465355]",917,IA,51553
MINEOLA,"[-95.755699, 41.110171]",1276,IA,51554
MISSOURI VALLEY,"[-95.891346, 41.564399]",4330,IA,51555
MODALE,"[-95.985225, 41.637143]",505,IA,51556
MONDAMIN,"[-96.007204, 41.708876]",793,IA,51557
MOORHEAD,"[-95.829031, 41.918601]",589,IA,51558
NEOLA,"[-95.679358, 41.456383]",1766,IA,51559
OAKLAND,"[-95.379034, 41.311964]",2385,IA,51560
PACIFIC JUNCTION,"[-95.804645, 41.027123]",1228,IA,51561
PANAMA,"[-95.487046, 41.728813]",511,IA,51562
PERSIA,"[-95.56577, 41.56473]",691,IA,51563
PISGAH,"[-95.919172, 41.821376]",673,IA,51564
PORTSMOUTH,"[-95.510751, 41.648385]",476,IA,51565
RED OAK,"[-95.226924, 41.007949]",7395,IA,51566
SHELBY,"[-95.446888, 41.533898]",941,IA,51570
SILVER CITY,"[-95.626912, 41.113024]",483,IA,51571
SOLDIER,"[-95.782531, 41.994188]",665,IA,51572
STANTON,"[-95.09876, 40.985924]",1315,IA,51573
TREYNOR,"[-95.617041, 41.220679]",1619,IA,51575
UNDERWOOD,"[-95.626997, 41.360294]",1652,IA,51576
WALNUT,"[-95.217973, 41.462329]",1293,IA,51577
WESTPHALIA,"[-95.386978, 41.718014]",420,IA,51578
WOODBINE,"[-95.700785, 41.737267]",2105,IA,51579
SHENANDOAH,"[-95.364798, 40.758087]",6226,IA,51601
BLANCHARD,"[-95.205377, 40.612156]",284,IA,51630
BRADDYVILLE,"[-94.995578, 40.599081]",351,IA,51631
CLARINDA,"[-95.037976, 40.749084]",6652,IA,51632
COIN,"[-95.221653, 40.668591]",387,IA,51636
COLLEGE SPRINGS,"[-95.099717, 40.617109]",537,IA,51637
ESSEX,"[-95.288777, 40.840359]",1433,IA,51638
FARRAGUT,"[-95.455498, 40.729971]",1055,IA,51639
HAMBURG,"[-95.625789, 40.614902]",1997,IA,51640
IMOGENE,"[-95.435804, 40.863144]",318,IA,51645
NEW MARKET,"[-94.891662, 40.742174]",702,IA,51646
NORTHBORO,"[-95.309592, 40.612737]",287,IA,51647
PERCIVAL,"[-95.809307, 40.740148]",327,IA,51648
RANDOLPH,"[-95.562386, 40.870353]",419,IA,51649
RIVERTON,"[-95.557803, 40.686968]",447,IA,51650
SHAMBAUGH,"[-95.063591, 40.675735]",456,IA,51651
SIDNEY,"[-95.64027, 40.750671]",1948,IA,51652
TABOR,"[-95.672892, 40.900448]",1626,IA,51653
THURMAN,"[-95.760535, 40.84241]",521,IA,51654
YORKTOWN,"[-95.216335, 40.769244]",257,IA,51656
DUBUQUE,"[-90.681914, 42.514977]",41934,IA,52001
DUBUQUE,"[-90.738372, 42.512191]",12734,IA,52002
DUBUQUE,"[-90.682884, 42.464916]",13104,IA,52003
ANDREW,"[-90.60035, 42.158496]",741,IA,52030
BELLEVUE,"[-90.435603, 42.25825]",2884,IA,52031
BERNARD,"[-90.863032, 42.33207]",861,IA,52032
CASCADE,"[-91.014395, 42.286959]",3155,IA,52033
COLESBURG,"[-91.19628, 42.638346]",1401,IA,52035
DELAWARE,"[-91.347176, 42.477713]",262,IA,52036
DELMAR,"[-90.608712, 41.996065]",927,IA,52037
DUNDEE,"[-91.547697, 42.593979]",618,IA,52038
DURANGO,"[-90.860794, 42.552564]",874,IA,52039
DYERSVILLE,"[-91.118265, 42.483332]",4709,IA,52040
EARLVILLE,"[-91.259658, 42.500101]",1566,IA,52041
EDGEWOOD,"[-91.394951, 42.654098]",2095,IA,52042
ELKADER,"[-91.414308, 42.849627]",2887,IA,52043
ELKPORT,"[-91.283934, 42.739892]",129,IA,52044
EPWORTH,"[-90.931331, 42.443928]",1931,IA,52045
FARLEY,"[-91.008266, 42.445059]",2120,IA,52046
FARMERSBURG,"[-91.338984, 42.952205]",638,IA,52047
GARBER,"[-91.259275, 42.74528]",191,IA,52048
GARNAVILLO,"[-91.215609, 42.876188]",1408,IA,52049
GREELEY,"[-91.323316, 42.59389]",679,IA,52050
GUTTENBERG,"[-91.119015, 42.759443]",4113,IA,52052
HOLY CROSS,"[-90.972986, 42.580778]",1139,IA,52053
LA MOTTE,"[-90.617673, 42.304448]",1132,IA,52054
MANCHESTER,"[-91.449001, 42.483418]",7823,IA,52057
MAQUOKETA,"[-90.677075, 42.07782]",8374,IA,52060
MILES,"[-90.336716, 42.100587]",1083,IA,52064
NEW VIENNA,"[-91.097637, 42.567829]",835,IA,52065
NORTH BUENA VIST,"[-90.958772, 42.671103]",404,IA,52066
PEOSTA,"[-90.809372, 42.443535]",1565,IA,52068
PRESTON,"[-90.395382, 42.053854]",1376,IA,52069
SABULA,"[-90.19553, 42.073668]",1174,IA,52070
SAINT DONATUS,"[-90.484514, 42.33119]",757,IA,52071
SAINT OLAF,"[-91.417549, 42.948179]",466,IA,52072
SHERRILL,"[-90.811486, 42.617078]",1381,IA,52073
SPRAGUEVILLE,"[-90.473044, 42.072742]",492,IA,52074
SPRINGBROOK,"[-90.484637, 42.167401]",497,IA,52075
STRAWBERRY POINT,"[-91.540926, 42.683225]",1825,IA,52076
VOLGA,"[-91.542891, 42.790389]",562,IA,52077
WORTHINGTON,"[-91.106919, 42.393001]",797,IA,52078
ZWINGLE,"[-90.750666, 42.277486]",1320,IA,52079
DECORAH,"[-91.793947, 43.322711]",13593,IA,52101
BURR OAK,"[-91.892074, 43.463912]",484,IA,52131
CALMAR,"[-91.912579, 43.197402]",2218,IA,52132
CASTALIA,"[-91.662904, 43.161179]",1103,IA,52133
CHESTER,"[-92.415528, 43.473021]",571,IA,52134
CLERMONT,"[-91.655184, 43.01298]",817,IA,52135
CRESCO,"[-92.125954, 43.363007]",5785,IA,52136
DORCHESTER,"[-91.50765, 43.442136]",757,IA,52140
ELGIN,"[-91.645375, 42.954845]",963,IA,52141
FAYETTE,"[-91.813887, 42.84941]",1939,IA,52142
FORT ATKINSON,"[-91.91336, 43.133932]",1095,IA,52144
HARPERS FERRY,"[-91.218822, 43.16977]",915,IA,52146
HAWKEYE,"[-91.957764, 42.948702]",1205,IA,52147
JACKSON JUNCTION,"[-92.018447, 43.121369]",369,IA,52150
LANSING,"[-91.265979, 43.366126]",1717,IA,52151
LAWLER,"[-92.143974, 43.093247]",1450,IA,52154
LIME SPRINGS,"[-92.273324, 43.45563]",672,IA,52155
LUANA,"[-91.458275, 43.049281]",388,IA,52156
MC GREGOR,"[-91.188724, 43.023719]",1344,IA,52157
MARQUETTE,"[-91.192141, 43.050457]",276,IA,52158
MONONA,"[-91.458677, 43.073485]",4670,IA,52159
NEW ALBIN,"[-91.294166, 43.489877]",749,IA,52160
OSSIAN,"[-91.773431, 43.137858]",1349,IA,52161
POSTVILLE,"[-91.547809, 43.003619]",885,IA,52162
RANDALIA,"[-91.884628, 42.862551]",159,IA,52164
RIDGEWAY,"[-92.003413, 43.297853]",636,IA,52165
SAINT LUCAS,"[-91.911561, 43.047703]",638,IA,52166
WADENA,"[-91.663865, 42.854956]",551,IA,52169
WATERVILLE,"[-91.263045, 43.263608]",1204,IA,52170
WAUCOMA,"[-92.03022, 43.043329]",727,IA,52171
WAUKON,"[-91.479994, 43.263951]",6134,IA,52172
ELDORADO,"[-91.803602, 42.973232]",3353,IA,52175
AINSWORTH,"[-91.547173, 41.320226]",1265,IA,52201
ALBURNETT,"[-91.639245, 42.158322]",1038,IA,52202
AMANA,"[-91.88545, 41.831284]",450,IA,52203
ANAMOSA,"[-91.285115, 42.107763]",7264,IA,52205
ATKINS,"[-91.875966, 41.988103]",1347,IA,52206
BALDWIN,"[-90.819968, 42.073188]",362,IA,52207
BELLE PLAINE,"[-92.257381, 41.899159]",3562,IA,52208
BLAIRSTOWN,"[-92.082861, 41.906338]",672,IA,52209
BRANDON,"[-92.005892, 42.330912]",717,IA,52210
BROOKLYN,"[-92.428462, 41.732147]",2196,IA,52211
CENTER JUNCTION,"[-91.067013, 42.092585]",647,IA,52212
CENTER POINT,"[-91.775764, 42.189844]",2462,IA,52213
CENTRAL CITY,"[-91.491399, 42.198234]",3478,IA,52214
CHELSEA,"[-92.407815, 41.913132]",906,IA,52215
CLARENCE,"[-91.060457, 41.88958]",1219,IA,52216
CLUTIER,"[-92.376347, 42.078892]",497,IA,52217
COGGON,"[-91.541285, 42.279158]",1053,IA,52218
CONROY,"[-91.969479, 41.74255]",21,IA,52220
DEEP RIVER,"[-92.364513, 41.571713]",596,IA,52222
DELHI,"[-91.270226, 42.427082]",1530,IA,52223
DYSART,"[-92.318731, 42.169017]",1513,IA,52224
ELBERON,"[-92.331447, 42.008769]",337,IA,52225
ELWOOD,"[-90.724609, 41.99083]",413,IA,52226
ELY,"[-91.573767, 41.894275]",1091,IA,52227
FAIRFAX,"[-91.780102, 41.915304]",1392,IA,52228
GARRISON,"[-92.164409, 42.158827]",872,IA,52229
HARPER,"[-92.038758, 41.37283]",324,IA,52231
HARTWICK,"[-92.353845, 41.808019]",376,IA,52232
HIAWATHA,"[-91.67696, 42.042455]",4966,IA,52233
HOMESTEAD,"[-91.879471, 41.733858]",557,IA,52236
HOPKINTON,"[-91.246051, 42.342164]",1547,IA,52237
IOWA CITY,"[-91.511192, 41.654899]",25049,IA,52240
CORALVILLE,"[-91.590608, 41.693666]",12646,IA,52241
IOWA CITY,"[-91.51507, 41.664916]",21140,IA,52245
IOWA CITY,"[-91.566882, 41.643813]",22869,IA,52246
KALONA,"[-91.705678, 41.482299]",3058,IA,52247
KEOTA,"[-91.964064, 41.350429]",1439,IA,52248
KEYSTONE,"[-92.217944, 42.015636]",1110,IA,52249
KINROSS,"[-92.001007, 41.460998]",374,IA,52250
LADORA,"[-92.187281, 41.756353]",304,IA,52251
LISBON,"[-91.386137, 41.921169]",1581,IA,52253
LOST NATION,"[-90.82654, 41.974503]",768,IA,52254
LOWDEN,"[-90.93822, 41.859393]",1488,IA,52255
LUZERNE,"[-92.179334, 41.90614]",110,IA,52257
MARENGO,"[-92.072049, 41.786286]",4856,IA,52301
MARION,"[-91.594135, 42.041095]",23227,IA,52302
MARTELLE,"[-91.321703, 42.003512]",716,IA,52305
MECHANICSVILLE,"[-91.27637, 41.903906]",1516,IA,52306
MIDDLE AMANA,"[-91.882696, 41.799737]",902,IA,52307
MILLERSBURG,"[-92.160843, 41.575099]",223,IA,52308
MONMOUTH,"[-90.878551, 42.07716]",304,IA,52309
MONTICELLO,"[-91.198901, 42.232591]",5549,IA,52310
MOUNT AUBURN,"[-92.159485, 42.255395]",784,IA,52313
MOUNT VERNON,"[-91.427371, 41.928741]",4874,IA,52314
NEWHALL,"[-91.977888, 41.992685]",1216,IA,52315
NORTH ENGLISH,"[-92.089291, 41.524128]",1287,IA,52316
NORTH LIBERTY,"[-91.60612, 41.744318]",3241,IA,52317
NORWAY,"[-91.89197, 41.899176]",1317,IA,52318
OLIN,"[-91.140926, 41.995423]",1427,IA,52320
ONSLOW,"[-90.97305, 42.123509]",322,IA,52321
OXFORD,"[-91.772418, 41.650687]",3141,IA,52322
OXFORD JUNCTION,"[-90.954341, 41.985382]",909,IA,52323
PALO,"[-91.787703, 42.036496]",1528,IA,52324
PARNELL,"[-92.005159, 41.570161]",499,IA,52325
QUASQUETON,"[-91.76795, 42.395551]",834,IA,52326
RIVERSIDE,"[-91.57414, 41.475792]",1514,IA,52327
ROBINS,"[-91.664841, 42.073092]",877,IA,52328
ROWLEY,"[-91.787543, 42.343449]",1393,IA,52329
RYAN,"[-91.484838, 42.343643]",1201,IA,52330
SCOTCH GROVE,"[-91.083682, 42.164441]",447,IA,52331
SHELLSBURG,"[-91.874568, 42.084829]",1463,IA,52332
SOLON,"[-91.508609, 41.809913]",2894,IA,52333
SOUTH AMANA,"[-91.92626, 41.757609]",45,IA,52334
SOUTH ENGLISH,"[-92.102557, 41.46214]",502,IA,52335
SPRINGVILLE,"[-91.43935, 42.060741]",2011,IA,52336
STANWOOD,"[-91.166202, 41.896318]",970,IA,52337
SWISHER,"[-91.673916, 41.826843]",3101,IA,52338
TAMA,"[-92.580049, 41.961642]",3242,IA,52339
TODDVILLE,"[-91.728981, 42.103932]",1337,IA,52341
TOLEDO,"[-92.566206, 42.007696]",3891,IA,52342
TORONTO,"[-90.793889, 41.89709]",660,IA,52343
VAN HORNE,"[-92.104617, 42.019394]",1215,IA,52346
VICTOR,"[-92.284172, 41.729004]",1092,IA,52347
VINING,"[-92.369687, 41.979881]",244,IA,52348
VINTON,"[-91.989154, 42.174284]",8276,IA,52349
WALKER,"[-91.730179, 42.272024]",1706,IA,52352
WASHINGTON,"[-91.698671, 41.301453]",9381,IA,52353
WATKINS,"[-91.996468, 41.903993]",485,IA,52354
WEBSTER,"[-92.176525, 41.436408]",154,IA,52355
WELLMAN,"[-91.839953, 41.470032]",1904,IA,52356
WEST AMANA,"[-91.933566, 41.802996]",90,IA,52357
WEST BRANCH,"[-91.3141, 41.672622]",3533,IA,52358
WEST CHESTER,"[-91.861858, 41.361019]",500,IA,52359
WILLIAMSBURG,"[-92.024011, 41.639308]",4304,IA,52361
WYOMING,"[-90.994024, 42.060352]",884,IA,52362
CEDAR RAPIDS,"[-91.655382, 41.9743]",1924,IA,52401
CEDAR RAPIDS,"[-91.661222, 42.018778]",37211,IA,52402
CEDAR RAPIDS,"[-91.625919, 41.984312]",25064,IA,52403
CEDAR RAPIDS,"[-91.685286, 41.952108]",28262,IA,52404
CEDAR RAPIDS,"[-91.709816, 41.980422]",23685,IA,52405
HIGHLAND CENTER,"[-92.413428, 41.015099]",29462,IA,52501
AGENCY,"[-92.316231, 40.995693]",1233,IA,52530
ALBIA,"[-92.794619, 41.028718]",6397,IA,52531
BATAVIA,"[-92.143059, 40.99048]",1164,IA,52533
BEACON,"[-92.72843, 41.287133]",1559,IA,52534
BIRMINGHAM,"[-91.953431, 40.862605]",1023,IA,52535
BLAKESBURG,"[-92.594037, 40.984763]",1337,IA,52536
BLOOMFIELD,"[-92.398712, 40.732368]",4788,IA,52537
WEST GROVE,"[-92.549849, 40.719646]",419,IA,52538
BRIGHTON,"[-91.828351, 41.154331]",1686,IA,52540
CANTRIL,"[-92.046521, 40.654598]",490,IA,52542
CEDAR,"[-92.509021, 41.212054]",242,IA,52543
CENTERVILLE,"[-92.872826, 40.73259]",7725,IA,52544
CHILLICOTHE,"[-92.532762, 41.077041]",249,IA,52548
CINCINNATI,"[-92.921898, 40.634384]",793,IA,52549
DELTA,"[-92.335912, 41.316682]",614,IA,52550
DOUDS,"[-92.045222, 40.803931]",15,IA,52551
DRAKESVILLE,"[-92.505109, 40.825332]",1576,IA,52552
EDDYVILLE,"[-92.622052, 41.153266]",1474,IA,52553
ELDON,"[-92.226754, 40.92613]",1603,IA,52554
EXLINE,"[-92.826999, 40.641399]",432,IA,52555
FAIRFIELD,"[-91.957611, 41.003943]",12147,IA,52556
FLORIS,"[-92.324715, 40.859071]",1087,IA,52560
FREMONT,"[-92.436186, 41.211739]",835,IA,52561
HEDRICK,"[-92.309725, 41.182578]",1304,IA,52563
KEOSAUQUA,"[-91.970434, 40.74235]",2022,IA,52565
KIRKVILLE,"[-92.469895, 41.117927]",670,IA,52566
LIBERTYVILLE,"[-92.024951, 40.949863]",658,IA,52567
MELROSE,"[-93.014514, 40.966466]",664,IA,52569
MILTON,"[-92.143793, 40.672143]",851,IA,52570
MORAVIA,"[-92.853358, 40.882522]",1143,IA,52571
MOULTON,"[-92.683252, 40.686617]",1073,IA,52572
MOUNT STERLING,"[-91.902663, 40.645765]",249,IA,52573
MYSTIC,"[-92.928437, 40.788268]",1002,IA,52574
NUMA,"[-93.013233, 40.674147]",563,IA,52575
OLLIE,"[-92.135366, 41.200134]",631,IA,52576
OSKALOOSA,"[-92.64393, 41.294205]",14376,IA,52577
PACKWOOD,"[-92.066389, 41.122781]",862,IA,52580
PLANO,"[-93.038554, 40.775109]",414,IA,52581
PROMISE CITY,"[-93.152654, 40.758477]",370,IA,52583
PULASKI,"[-92.257973, 40.694081]",442,IA,52584
RICHLAND,"[-91.973921, 41.193905]",1082,IA,52585
ROSE HILL,"[-92.471958, 41.330918]",795,IA,52586
SELMA,"[-92.110672, 40.851936]",659,IA,52588
SEYMOUR,"[-93.136826, 40.672416]",1192,IA,52590
SIGOURNEY,"[-92.201888, 41.330071]",3402,IA,52591
UDELL,"[-92.718512, 40.783573]",195,IA,52593
UNIONVILLE,"[-92.693452, 40.841637]",403,IA,52594
BURLINGTON,"[-91.116972, 40.808665]",30564,IA,52601
ARGYLE,"[-91.563896, 40.565658]",1899,IA,52619
BONAPARTE,"[-91.789734, 40.714825]",903,IA,52620
CRAWFORDSVILLE,"[-91.541444, 41.209257]",603,IA,52621
DANVILLE,"[-91.314027, 40.854046]",1694,IA,52623
DENMARK,"[-91.326593, 40.748693]",869,IA,52624
DONNELLSON,"[-91.574547, 40.661171]",1823,IA,52625
FARMINGTON,"[-91.744719, 40.639715]",961,IA,52626
FORT MADISON,"[-91.339829, 40.633008]",14472,IA,52627
HILLSBORO,"[-91.711938, 40.837210999999996]",213,IA,52630
HOUGHTON,"[-91.6393, 40.775001]",448,IA,52631
KEOKUK,"[-91.398234, 40.409434]",13995,IA,52632
LOCKRIDGE,"[-91.76454, 41.011867]",693,IA,52635
MEDIAPOLIS,"[-91.132142, 41.005932]",3044,IA,52637
MIDDLETOWN,"[-91.263106, 40.82963]",440,IA,52638
MONTROSE,"[-91.423985, 40.513915]",1857,IA,52639
MORNING SUN,"[-91.258146, 41.098424]",1165,IA,52640
MOUNT PLEASANT,"[-91.561427, 40.964573]",11113,IA,52641
MOUNT UNION,"[-91.413831, 41.03735]",446,IA,52644
NEW LONDON,"[-91.398587, 40.916055]",3627,IA,52645
OAKVILLE,"[-91.043922, 41.100326]",709,IA,52646
OLDS,"[-91.548413, 41.12065]",711,IA,52647
SALEM,"[-91.633621, 40.856804]",786,IA,52649
SPERRY,"[-91.185047, 40.941939]",700,IA,52650
STOCKPORT,"[-91.803497, 40.858933]",503,IA,52651
WAPELLO,"[-91.171921, 41.206981999999996]",4379,IA,52653
WAYLAND,"[-91.658946, 41.144919]",1626,IA,52654
WEST BURLINGTON,"[-91.179894, 40.832081]",5420,IA,52655
WEST POINT,"[-91.439733, 40.714986]",2144,IA,52656
SAINT PAUL,"[-91.53754, 40.769306]",623,IA,52657
WEVER,"[-91.226767, 40.706652]",546,IA,52658
WINFIELD,"[-91.437892, 41.125693]",1349,IA,52659
YARMOUTH,"[-91.317548, 41.029687]",339,IA,52660
ANDOVER,"[-90.238584, 41.992552]",856,IA,52701
ATALISSA,"[-91.174764, 41.561443]",721,IA,52720
BENNETT,"[-90.965613, 41.735267]",824,IA,52721
BETTENDORF,"[-90.494201, 41.550865]",29785,IA,52722
BLUE GRASS,"[-90.738015, 41.511168]",7536,IA,52726
BRYANT,"[-90.338767, 41.962932]",252,IA,52727
CALAMUS,"[-90.741553, 41.811122]",790,IA,52729
CAMANCHE,"[-90.270855, 41.788636]",5013,IA,52730
CHARLOTTE,"[-90.478226, 41.977859]",756,IA,52731
CLINTON,"[-90.207784, 41.851684]",30723,IA,52732
COLUMBUS JUNCTIO,"[-91.374198, 41.279911]",3945,IA,52738
CONESVILLE,"[-91.346498, 41.380454]",497,IA,52739
DE WITT,"[-90.523735, 41.826726]",6560,IA,52742
BIG ROCK,"[-90.778332, 41.735013]",596,IA,52745
DONAHUE,"[-90.682908, 41.709316]",685,IA,52746
DURANT,"[-90.909988, 41.614513]",2416,IA,52747
ELDRIDGE,"[-90.563379, 41.663532000000004]",6947,IA,52748
GOOSE LAKE,"[-90.381855, 41.979898]",542,IA,52750
GRAND MOUND,"[-90.632878, 41.823559]",1149,IA,52751
LE CLAIRE,"[-90.362788, 41.608234]",4176,IA,52753
LETTS,"[-91.20399, 41.293027]",1394,IA,52754
LONE TREE,"[-91.436262, 41.498804]",2038,IA,52755
LONG GROVE,"[-90.55344, 41.721327]",2326,IA,52756
MOSCOW,"[-91.085888, 41.564558]",752,IA,52760
MUSCATINE,"[-91.050928, 41.430378]",29779,IA,52761
NEW LIBERTY,"[-90.859922, 41.713229]",615,IA,52765
NICHOLS,"[-91.293116, 41.476634]",797,IA,52766
PRINCETON,"[-90.370574, 41.685753]",1529,IA,52768
STOCKTON,"[-90.847332, 41.558327]",777,IA,52769
TIPTON,"[-91.136163, 41.756276]",5751,IA,52772
WALCOTT,"[-90.725603, 41.645309]",705,IA,52773
WELTON,"[-90.606785, 41.907472]",539,IA,52774
WEST LIBERTY,"[-91.266847, 41.570054999999996]",3552,IA,52776
WHEATLAND,"[-90.840151, 41.82585]",1092,IA,52777
WILTON,"[-91.009958, 41.585801000000004]",3032,IA,52778
DAVENPORT,"[-90.61409, 41.516358]",12547,IA,52802
DAVENPORT,"[-90.561348, 41.538509]",25514,IA,52803
DAVENPORT,"[-90.61147, 41.538603]",23671,IA,52804
DAVENPORT,"[-90.603845, 41.573271]",25480,IA,52806
DAVENPORT,"[-90.540262, 41.561822]",8531,IA,52807
ADELL,"[-88.025394, 43.615071]",1221,WI,53001
ALLENTON,"[-88.353901, 43.468065]",1449,WI,53002
BELGIUM,"[-87.850908, 43.499465]",2333,WI,53004
BROOKFIELD,"[-88.098, 43.062173]",19793,WI,53005
SOUTH BYRON,"[-88.509729, 43.610934]",1842,WI,53006
BUTLER,"[-88.071043, 43.105405]",2079,WI,53007
CAMPBELLSPORT,"[-88.272855, 43.604183]",6057,WI,53010
CASCADE,"[-88.094658, 43.659106]",632,WI,53011
CEDARBURG,"[-88.002867, 43.303413]",17552,WI,53012
CEDAR GROVE,"[-87.840108, 43.575076]",2656,WI,53013
CHILTON,"[-88.182689, 44.024242]",7495,WI,53014
CLEVELAND,"[-87.767314, 43.921732]",2490,WI,53015
COLGATE,"[-88.240614, 43.199767]",4155,WI,53017
DELAFIELD,"[-88.397248, 43.050019]",4837,WI,53018
EDEN,"[-88.326607, 43.695878]",1874,WI,53019
ELKHART LAKE,"[-87.97667, 43.843553]",4665,WI,53020
WAUBEKA,"[-87.982243, 43.484319]",3942,WI,53021
GERMANTOWN,"[-88.116508, 43.218871]",13053,WI,53022
GLENBEULAH,"[-88.104886, 43.766611]",1965,WI,53023
GRAFTON,"[-87.952087, 43.323146]",12526,WI,53024
HARTFORD,"[-88.370727, 43.315749]",15889,WI,53027
HARTLAND,"[-88.344572, 43.117153]",14530,WI,53029
HORICON,"[-88.631049, 43.446859]",4724,WI,53032
HUBERTUS,"[-88.231147, 43.234269]",4823,WI,53033
IRON RIDGE,"[-88.544072, 43.393415]",2504,WI,53035
IXONIA,"[-88.580567, 43.170667]",2454,WI,53036
JACKSON,"[-88.162592, 43.325243]",3999,WI,53037
JOHNSON CREEK,"[-88.783602, 43.075051]",2469,WI,53038
JUNEAU,"[-88.684517, 43.379199]",5857,WI,53039
KEWASKUM,"[-88.19253, 43.521446]",6394,WI,53040
KIEL,"[-87.995644, 43.934105]",5345,WI,53042
KOHLER,"[-87.78673, 43.738096]",1900,WI,53044
BROOKFIELD,"[-88.146946, 43.066791]",15412,WI,53045
LANNON,"[-88.163863, 43.149651]",924,WI,53046
KNOWLES,"[-88.441309, 43.588489]",2101,WI,53048
MALONE,"[-88.307289, 43.869002]",3453,WI,53049
MAYVILLE,"[-88.545084, 43.504496]",6394,WI,53050
MENOMONEE FALLS,"[-88.112774, 43.160174]",26840,WI,53051
MOUNT CALVARY,"[-88.239922, 43.814211]",1403,WI,53057
NASHOTAH,"[-88.408913, 43.111791]",2996,WI,53058
NEOSHO,"[-88.520482, 43.297841]",2051,WI,53059
